Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g004021	GCF_000013305:NC_008253.1:2344652-2343996	GCF_000013305:DEMDEIEL_02190	ABC transporter ATP-binding/permease protein YojI		
g004022	GCF_000013305:NC_008253.1:2345639-2344656	GCF_000013305:DEMDEIEL_02191	ABC transporter ATP-binding/permease protein YojI		
g004023	GCF_000013305:NC_008253.1:2360820-2361158	GCF_000013305:DEMDEIEL_02201	Acetate CoA-transferase subunit alpha	2.8.3.8	
g004024	GCF_000013305:NC_008253.1:2373693-2372005	GCF_000013305:DEMDEIEL_02209	hypothetical protein		
g004025	GCF_000013305:NC_008253.1:2391014-2392195	GCF_000013305:DEMDEIEL_02220	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	1.1.5.3	
g004026	GCF_000013305:NC_008253.1:2395654-2394851	GCF_000013305:DEMDEIEL_02224	2-keto-3-deoxy-L-rhamnonate aldolase	4.1.2.53	
g004027	GCF_000013305:NC_008253.1:2419691-2420662	GCF_000013305:DEMDEIEL_02250	Bacterial leucyl aminopeptidase	3.4.11.10	
g004028	GCF_000013305:NC_008253.1:244606-243248	GCF_000013305:DEMDEIEL_00219	hypothetical protein		
g004029	GCF_000013305:NC_008253.1:2451072-2450521	GCF_000013305:DEMDEIEL_02277	Phosphodiesterase YfcE	3.1.4.-	
g004030	GCF_000013305:NC_008253.1:2457203-2456556	GCF_000013305:DEMDEIEL_02285	Histidine transport system permease protein HisQ		
g004031	GCF_000013305:NC_008253.1:2469684-2468548	GCF_000013305:DEMDEIEL_02297	Erythronate-4-phosphate dehydrogenase	1.1.1.290	
g004032	GCF_000013305:NC_008253.1:2480439-2480990	GCF_000013305:DEMDEIEL_02308	Endonuclease MutS2	3.1.-.-	
g004033	GCF_000013305:NC_008253.1:2481450-2481310	GCF_000013305:DEMDEIEL_02309	putative protein YfcO		
g004034	GCF_000013305:NC_008253.1:2482168-2481407	GCF_000013305:DEMDEIEL_02310	putative protein YfcO		
g004035	GCF_000013305:NC_008253.1:2482697-2482170	GCF_000013305:DEMDEIEL_02311	putative fimbrial-like protein YfcP		
g004036	GCF_000013305:NC_008253.1:2484442-2483690	GCF_000013305:DEMDEIEL_02314	putative fimbrial chaperone YfcS		
g004037	GCF_000013305:NC_008253.1:250354-249611	GCF_000013305:DEMDEIEL_00222	hypothetical protein		
g004038	GCF_000013305:NC_008253.1:2517668-2517201	GCF_000013305:DEMDEIEL_02339	Protein YfdX		
g004039	GCF_000013305:NC_008253.1:2554345-2555316	GCF_000013305:DEMDEIEL_02377	Cysteine synthase A	2.5.1.47	
g004040	GCF_000013305:NC_008253.1:2556002-2557729	GCF_000013305:DEMDEIEL_02379	Phosphoenolpyruvate-protein phosphotransferase	2.7.3.9	
g004041	GCF_000013305:NC_008253.1:2559372-2559647	GCF_000013305:DEMDEIEL_02382	hypothetical protein		
g004042	GCF_000013305:NC_008253.1:2571814-2572716	GCF_000013305:DEMDEIEL_02396	Oxygen-dependent coproporphyrinogen-III oxidase	1.3.3.3	
g004043	GCF_000013305:NC_008253.1:2591538-2593541	GCF_000013305:DEMDEIEL_02416	Transketolase 2	2.2.1.1	
g004044	GCF_000013305:NC_008253.1:2621126-2623192	GCF_000013305:DEMDEIEL_02442	Polyphosphate kinase	2.7.4.1	
g004045	GCF_000013305:NC_008253.1:2645565-2645350	GCF_000013305:DEMDEIEL_02455	putative protein YfgJ		
g004046	GCF_000013305:NC_008253.1:2654602-2654171	GCF_000013305:DEMDEIEL_02463	Nucleoside diphosphate kinase	2.7.4.6	
g004047	GCF_000013305:NC_008253.1:265893-266939	GCF_000013305:DEMDEIEL_00236	hypothetical protein		
g004048	GCF_000013305:NC_008253.1:2672436-2671696	GCF_000013305:DEMDEIEL_02477	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ	2.1.1.200	
g004049	GCF_000013305:NC_008253.1:268346-268636	GCF_000013305:DEMDEIEL_00238	hypothetical protein		
g004050	GCF_000013305:NC_008253.1:2688275-2684994	GCF_000013305:DEMDEIEL_02490	Lipopolysaccharide assembly protein B		
g004051	GCF_000013305:NC_008253.1:269416-269658	GCF_000013305:DEMDEIEL_00240	hypothetical protein		
g004052	GCF_000013305:NC_008253.1:2694903-2694190	GCF_000013305:DEMDEIEL_02496	Quorum-sensing regulator protein G		
g004053	GCF_000013305:NC_008253.1:2731499-2731323	GCF_000013305:DEMDEIEL_02529	hypothetical protein		
g004054	GCF_000013305:NC_008253.1:2756571-2757812	GCF_000013305:DEMDEIEL_02556	hypothetical protein		
g004055	GCF_000013305:NC_008253.1:2762490-2762041	GCF_000013305:DEMDEIEL_02562	Persistence and stress-resistance toxin PasT		
g004056	GCF_000013305:NC_008253.1:2777358-2777789	GCF_000013305:DEMDEIEL_02580	Alkyl hydroperoxide reductase AhpD	1.11.1.15	
g004057	GCF_000013305:NC_008253.1:27803-28768	GCF_000013305:DEMDEIEL_00025	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1.17.7.4	
g004058	GCF_000013305:NC_008253.1:278865-279362	GCF_000013305:DEMDEIEL_00250	REP-associated tyrosine transposase		
g004059	GCF_000013305:NC_008253.1:2798892-2796262	GCF_000013305:DEMDEIEL_02604	Alanine--tRNA ligase	6.1.1.7	
g004060	GCF_000013305:NC_008253.1:2820615-2820145	GCF_000013305:DEMDEIEL_02626	Hydrogenase 3 maturation protease	3.4.23.51	
g004061	GCF_000013305:NC_008253.1:2835592-2835777	GCF_000013305:DEMDEIEL_02643	hypothetical protein		
g004062	GCF_000013305:NC_008253.1:2835907-2836404	GCF_000013305:DEMDEIEL_02644	hypothetical protein		
g004063	GCF_000013305:NC_008253.1:2838807-2838421	GCF_000013305:DEMDEIEL_02646	hypothetical protein		
g004064	GCF_000013305:NC_008253.1:2842389-2842072	GCF_000013305:DEMDEIEL_02650	hypothetical protein		
g004065	GCF_000013305:NC_008253.1:2844346-2843660	GCF_000013305:DEMDEIEL_02653	hypothetical protein		
g004066	GCF_000013305:NC_008253.1:2844633-2844373	GCF_000013305:DEMDEIEL_02654	hypothetical protein		
g004067	GCF_000013305:NC_008253.1:2848707-2844856	GCF_000013305:DEMDEIEL_02655	hypothetical protein		
g004068	GCF_000013305:NC_008253.1:2857955-2858560	GCF_000013305:DEMDEIEL_02664	Inner membrane permease YgbN		
g004069	GCF_000013305:NC_008253.1:2858574-2859320	GCF_000013305:DEMDEIEL_02665	Inner membrane permease YgbN		
g004070	GCF_000013305:NC_008253.1:2863946-2863794	GCF_000013305:DEMDEIEL_02670	Protein-L-isoaspartate O-methyltransferase	2.1.1.77	
g004071	GCF_000013305:NC_008253.1:2864420-2864085	GCF_000013305:DEMDEIEL_02671	Protein-L-isoaspartate O-methyltransferase	2.1.1.77	
g004072	GCF_000013305:NC_008253.1:2883423-2882014	GCF_000013305:DEMDEIEL_02692	Inner membrane metabolite transport protein YgcS		
g004073	GCF_000013305:NC_008253.1:2886072-2887349	GCF_000013305:DEMDEIEL_02695	Inner membrane protein YqcE		
g004074	GCF_000013305:NC_008253.1:2894490-2895497	GCF_000013305:DEMDEIEL_02701	Catabolite repressor/activator		
g004075	GCF_000013305:NC_008253.1:2896426-2897028	GCF_000013305:DEMDEIEL_02703	Protein LemA		
g004076	GCF_000013305:NC_008253.1:2899110-2899991	GCF_000013305:DEMDEIEL_02706	hypothetical protein		
g004077	GCF_000013305:NC_008253.1:2922983-2923843	GCF_000013305:DEMDEIEL_02725	L-serine dehydratase 2	4.3.1.17	
g004078	GCF_000013305:NC_008253.1:2923869-2924351	GCF_000013305:DEMDEIEL_02726	L-serine dehydratase 2	4.3.1.17	
g004079	GCF_000013305:NC_008253.1:2932980-2933558	GCF_000013305:DEMDEIEL_02734	putative HTH-type transcriptional regulator YdjF		
g004080	GCF_000013305:NC_008253.1:2953335-2954153	GCF_000013305:DEMDEIEL_02754	hypothetical protein		
g004081	GCF_000013305:NC_008253.1:2958190-2959110	GCF_000013305:DEMDEIEL_02758	hypothetical protein		
g004082	GCF_000013305:NC_008253.1:2965573-2967003	GCF_000013305:DEMDEIEL_02762	hypothetical protein		
g004083	GCF_000013305:NC_008253.1:2967475-2967792	GCF_000013305:DEMDEIEL_02763	hypothetical protein		
g004084	GCF_000013305:NC_008253.1:2967779-2969236	GCF_000013305:DEMDEIEL_02764	hypothetical protein		
g004085	GCF_000013305:NC_008253.1:300128-298377	GCF_000013305:DEMDEIEL_00271	hypothetical protein		
g004086	GCF_000013305:NC_008253.1:301649-302683	GCF_000013305:DEMDEIEL_00272	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	2.5.1.54	
g004087	GCF_000013305:NC_008253.1:304414-303560	GCF_000013305:DEMDEIEL_00273	hypothetical protein		
g004088	GCF_000013305:NC_008253.1:304806-305861	GCF_000013305:DEMDEIEL_00275	Toxin RTX-I translocation ATP-binding protein		
g004089	GCF_000013305:NC_008253.1:3077474-3077244	GCF_000013305:DEMDEIEL_02853	hypothetical protein		
g004090	GCF_000013305:NC_008253.1:3078711-3079805	GCF_000013305:DEMDEIEL_02855	Methylmalonyl-CoA mutase	5.4.99.2	
g004091	GCF_000013305:NC_008253.1:307945-308136	GCF_000013305:DEMDEIEL_00279	hypothetical protein		
g004092	GCF_000013305:NC_008253.1:3084611-3083346	GCF_000013305:DEMDEIEL_02860	Fructose-bisphosphate aldolase class 2	4.1.2.13	
g004093	GCF_000013305:NC_008253.1:3087058-3086039	GCF_000013305:DEMDEIEL_02862	D-erythrose-4-phosphate dehydrogenase	1.2.1.72	
g004094	GCF_000013305:NC_008253.1:310576-310905	GCF_000013305:DEMDEIEL_00282	Major pilu subunit operon regulatory protein PapB		
g004095	GCF_000013305:NC_008253.1:3119851-3119525	GCF_000013305:DEMDEIEL_02898	putative protein		
g004096	GCF_000013305:NC_008253.1:312475-313170	GCF_000013305:DEMDEIEL_00285	Chaperone protein FocC		
g004097	GCF_000013305:NC_008253.1:3127271-3127978	GCF_000013305:DEMDEIEL_02905	putative membrane protein YdfK		
g004098	GCF_000013305:NC_008253.1:3128357-3129622	GCF_000013305:DEMDEIEL_02907	Prophage integrase IntS		
g004099	GCF_000013305:NC_008253.1:3132021-3131239	GCF_000013305:DEMDEIEL_02908	Cyclic di-GMP phosphodiesterase PdeL	3.1.4.52	
g004100	GCF_000013305:NC_008253.1:3133066-3132074	GCF_000013305:DEMDEIEL_02909	hypothetical protein		
g004101	GCF_000013305:NC_008253.1:3134254-3133691	GCF_000013305:DEMDEIEL_02911	hypothetical protein		
g004102	GCF_000013305:NC_008253.1:3135022-3134291	GCF_000013305:DEMDEIEL_02912	Chaperone protein PapD		
g004103	GCF_000013305:NC_008253.1:3137601-3135091	GCF_000013305:DEMDEIEL_02913	Outer membrane usher protein PapC		
g004104	GCF_000013305:NC_008253.1:3138309-3137722	GCF_000013305:DEMDEIEL_02914	PAP fimbrial minor pilin protein		
g004105	GCF_000013305:NC_008253.1:3140535-3140041	GCF_000013305:DEMDEIEL_02916	hypothetical protein		
g004106	GCF_000013305:NC_008253.1:3142141-3140894	GCF_000013305:DEMDEIEL_02917	C4-dicarboxylate transport transcriptional regulatory protein DctD		
g004107	GCF_000013305:NC_008253.1:3144140-3142131	GCF_000013305:DEMDEIEL_02918	Phosphoglycerate transport system sensor protein PgtB	2.7.13.3	
g004108	GCF_000013305:NC_008253.1:3149078-3148065	GCF_000013305:DEMDEIEL_02923	hypothetical protein		
g004109	GCF_000013305:NC_008253.1:3154126-3153836	GCF_000013305:DEMDEIEL_02927	hypothetical protein		
g004110	GCF_000013305:NC_008253.1:3156925-3156542	GCF_000013305:DEMDEIEL_02931	hypothetical protein		
g004111	GCF_000013305:NC_008253.1:3158453-3159232	GCF_000013305:DEMDEIEL_02933	Insertion sequence IS5376 putative ATP-binding protein		
g004112	GCF_000013305:NC_008253.1:3162486-3162692	GCF_000013305:DEMDEIEL_02937	hypothetical protein		
g004113	GCF_000013305:NC_008253.1:3174758-3175135	GCF_000013305:DEMDEIEL_02950	Cytoskeleton-binding toxin CbtA		
g004114	GCF_000013305:NC_008253.1:3182730-3184178	GCF_000013305:DEMDEIEL_02959	hypothetical protein		
g004115	GCF_000013305:NC_008253.1:3184228-3184593	GCF_000013305:DEMDEIEL_02960	hypothetical protein		
g004116	GCF_000013305:NC_008253.1:3184702-3185253	GCF_000013305:DEMDEIEL_02961	hypothetical protein		
g004117	GCF_000013305:NC_008253.1:3186658-3185408	GCF_000013305:DEMDEIEL_02962	hypothetical protein		
g004118	GCF_000013305:NC_008253.1:3188824-3186695	GCF_000013305:DEMDEIEL_02963	hypothetical protein		
g004119	GCF_000013305:NC_008253.1:3190116-3189178	GCF_000013305:DEMDEIEL_02964	hypothetical protein		
g004120	GCF_000013305:NC_008253.1:3191052-3190414	GCF_000013305:DEMDEIEL_02965	hypothetical protein		
g004121	GCF_000013305:NC_008253.1:3192005-3191049	GCF_000013305:DEMDEIEL_02966	hypothetical protein		
g004122	GCF_000013305:NC_008253.1:3192994-3192005	GCF_000013305:DEMDEIEL_02967	hypothetical protein		
g004123	GCF_000013305:NC_008253.1:3193857-3192991	GCF_000013305:DEMDEIEL_02968	hypothetical protein		
g004124	GCF_000013305:NC_008253.1:3195544-3194876	GCF_000013305:DEMDEIEL_02969	Polysialic acid transport ATP-binding protein KpsT		
g004125	GCF_000013305:NC_008253.1:3196317-3195541	GCF_000013305:DEMDEIEL_02970	Polysialic acid transport protein KpsM		
g004126	GCF_000013305:NC_008253.1:3201033-3200662	GCF_000013305:DEMDEIEL_02975	Type II secretion system protein I		
g004127	GCF_000013305:NC_008253.1:3201593-3201030	GCF_000013305:DEMDEIEL_02976	Type II secretion system protein H		
g004128	GCF_000013305:NC_008253.1:3209137-3208328	GCF_000013305:DEMDEIEL_02983	Leader peptidase PppA		
g004129	GCF_000013305:NC_008253.1:3240647-3240976	GCF_000013305:DEMDEIEL_03007	Disulfide-bond oxidoreductase YghU	1.8.4.-	
g004130	GCF_000013305:NC_008253.1:3240930-3241514	GCF_000013305:DEMDEIEL_03008	Disulfide-bond oxidoreductase YghU	1.8.4.-	
g004131	GCF_000013305:NC_008253.1:3275295-3273037	GCF_000013305:DEMDEIEL_03041	DNA topoisomerase 4 subunit A	5.99.1.3	
g004132	GCF_000013305:NC_008253.1:3282201-3281314	GCF_000013305:DEMDEIEL_03049	putative HTH-type transcriptional regulator YbbH		
g004133	GCF_000013305:NC_008253.1:3298946-3299614	GCF_000013305:DEMDEIEL_03064	Thiol:disulfide interchange protein DsbL		
g004134	GCF_000013305:NC_008253.1:3305027-3306688	GCF_000013305:DEMDEIEL_03073	Inner membrane protein YqiK		
g004135	GCF_000013305:NC_008253.1:3310758-3308587	GCF_000013305:DEMDEIEL_03075	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme		
g004136	GCF_000013305:NC_008253.1:3311426-3310716	GCF_000013305:DEMDEIEL_03076	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme		
g004137	GCF_000013305:NC_008253.1:3312992-3313612	GCF_000013305:DEMDEIEL_03078	hypothetical protein		
g004138	GCF_000013305:NC_008253.1:3333027-3334010	GCF_000013305:DEMDEIEL_03098	HTH-type transcriptional regulator LacR		
g004139	GCF_000013305:NC_008253.1:3342971-3344989	GCF_000013305:DEMDEIEL_03104	2,4-dienoyl-CoA reductase	1.3.1.34	
g004140	GCF_000013305:NC_008253.1:334461-336431	GCF_000013305:DEMDEIEL_00302	Hemin receptor		
g004141	GCF_000013305:NC_008253.1:3358625-3357543	GCF_000013305:DEMDEIEL_03116	CFA/I fimbrial subunit E		
g004142	GCF_000013305:NC_008253.1:3361006-3358622	GCF_000013305:DEMDEIEL_03117	hypothetical protein		
g004143	GCF_000013305:NC_008253.1:3361307-3360966	GCF_000013305:DEMDEIEL_03118	hypothetical protein		
g004144	GCF_000013305:NC_008253.1:3361898-3361398	GCF_000013305:DEMDEIEL_03119	CFA/I fimbrial subunit B		
g004145	GCF_000013305:NC_008253.1:3362644-3361928	GCF_000013305:DEMDEIEL_03120	hypothetical protein		
g004146	GCF_000013305:NC_008253.1:336450-337241	GCF_000013305:DEMDEIEL_00303	putative protein		
g004147	GCF_000013305:NC_008253.1:337442-338704	GCF_000013305:DEMDEIEL_00304	Putative metal chaperone YciC		
g004148	GCF_000013305:NC_008253.1:3378009-3375715	GCF_000013305:DEMDEIEL_03138	PFL-like enzyme TdcE	2.3.1.-	
g004149	GCF_000013305:NC_008253.1:338993-338811	GCF_000013305:DEMDEIEL_00305	hypothetical protein		
g004150	GCF_000013305:NC_008253.1:339159-339758	GCF_000013305:DEMDEIEL_00306	hypothetical protein		
g004151	GCF_000013305:NC_008253.1:3395000-3395896	GCF_000013305:DEMDEIEL_03154	PTS system mannose-specific EIID component		
g004152	GCF_000013305:NC_008253.1:3395955-3396332	GCF_000013305:DEMDEIEL_03155	PTS system mannose-specific EIIAB component	2.7.1.191	
g004153	GCF_000013305:NC_008253.1:341205-340588	GCF_000013305:DEMDEIEL_00308	hypothetical protein		
g004154	GCF_000013305:NC_008253.1:341931-341569	GCF_000013305:DEMDEIEL_00310	hypothetical protein		
g004155	GCF_000013305:NC_008253.1:3431082-3430438	GCF_000013305:DEMDEIEL_03190	Putative phosphoethanolamine transferase YhbX	2.7.-.-	
g004156	GCF_000013305:NC_008253.1:3431954-3431268	GCF_000013305:DEMDEIEL_03191	Putative phosphoethanolamine transferase YhbX	2.7.-.-	
g004157	GCF_000013305:NC_008253.1:3447564-3447271	GCF_000013305:DEMDEIEL_03209	putative phospholipid ABC transporter-binding protein MlaB		
g004158	GCF_000013305:NC_008253.1:3450583-3451269	GCF_000013305:DEMDEIEL_03214	Inner membrane protein YrbG		
g004159	GCF_000013305:NC_008253.1:345148-343652	GCF_000013305:DEMDEIEL_00312	Lysine--tRNA ligase, heat inducible	6.1.1.6	
g004160	GCF_000013305:NC_008253.1:346152-345442	GCF_000013305:DEMDEIEL_00313	putative response regulatory protein		
g004161	GCF_000013305:NC_008253.1:3468870-3469493	GCF_000013305:DEMDEIEL_03231	Glutamate synthase [NADPH] large chain	1.4.1.13	
g004162	GCF_000013305:NC_008253.1:3480250-3479822	GCF_000013305:DEMDEIEL_03243	50S ribosomal protein L13		
g004163	GCF_000013305:NC_008253.1:348482-346356	GCF_000013305:DEMDEIEL_00314	Inducible lysine decarboxylase	4.1.1.18	
g004164	GCF_000013305:NC_008253.1:3491118-3492047	GCF_000013305:DEMDEIEL_03255	HTH-type transcriptional regulator DmlR		
g004165	GCF_000013305:NC_008253.1:349823-348513	GCF_000013305:DEMDEIEL_00315	putative cadaverine/lysine antiporter		
g004166	GCF_000013305:NC_008253.1:350210-350572	GCF_000013305:DEMDEIEL_00316	hypothetical protein		
g004167	GCF_000013305:NC_008253.1:3541056-3540484	GCF_000013305:DEMDEIEL_03300	Threonylcarbamoyl-AMP synthase	2.7.7.87	
g004168	GCF_000013305:NC_008253.1:3547671-3548084	GCF_000013305:DEMDEIEL_03308	Large-conductance mechanosensitive channel		
g004169	GCF_000013305:NC_008253.1:3551748-3551359	GCF_000013305:DEMDEIEL_03315	30S ribosomal protein S11		
g004170	GCF_000013305:NC_008253.1:3562920-3562609	GCF_000013305:DEMDEIEL_03339	30S ribosomal protein S10		
g004171	GCF_000013305:NC_008253.1:3569467-3570663	GCF_000013305:DEMDEIEL_03345	Putative type II secretion system protein F		
g004172	GCF_000013305:NC_008253.1:3574750-3575244	GCF_000013305:DEMDEIEL_03352	Putative type II secretion system protein M		
g004173	GCF_000013305:NC_008253.1:3577170-3577847	GCF_000013305:DEMDEIEL_03355	Type 4 prepilin-like proteins leader peptide-processing enzyme		
g004174	GCF_000013305:NC_008253.1:358218-358331	GCF_000013305:DEMDEIEL_00324	hypothetical protein		
g004175	GCF_000013305:NC_008253.1:3582965-3581781	GCF_000013305:DEMDEIEL_03359	Elongation factor Tu 1		
g004176	GCF_000013305:NC_008253.1:358839-359216	GCF_000013305:DEMDEIEL_00326	Cytoskeleton-binding toxin CbtA		
g004177	GCF_000013305:NC_008253.1:3589277-3589384	GCF_000013305:DEMDEIEL_03368	hypothetical protein		
g004178	GCF_000013305:NC_008253.1:3591907-3590450	GCF_000013305:DEMDEIEL_03371	Glutathione-regulated potassium-efflux system protein KefC		
g004179	GCF_000013305:NC_008253.1:359213-359701	GCF_000013305:DEMDEIEL_00327	hypothetical protein		
g004180	GCF_000013305:NC_008253.1:3592255-3591914	GCF_000013305:DEMDEIEL_03372	Glutathione-regulated potassium-efflux system protein KefC		
g004181	GCF_000013305:NC_008253.1:3617428-3616265	GCF_000013305:DEMDEIEL_03397	putative protein YhfX		
g004182	GCF_000013305:NC_008253.1:362261-360942	GCF_000013305:DEMDEIEL_00330	Prophage integrase IntA		
g004183	GCF_000013305:NC_008253.1:3622845-3622342	GCF_000013305:DEMDEIEL_03404	Cell division protein DamX		
g004184	GCF_000013305:NC_008253.1:3623630-3622842	GCF_000013305:DEMDEIEL_03405	Cell division protein DamX		
g004185	GCF_000013305:NC_008253.1:3624810-3623722	GCF_000013305:DEMDEIEL_03406	3-dehydroquinate synthase	4.2.3.4	
g004186	GCF_000013305:NC_008253.1:362627-362965	GCF_000013305:DEMDEIEL_00331	Prophage integrase IntS		
g004187	GCF_000013305:NC_008253.1:3659001-3656608	GCF_000013305:DEMDEIEL_03435	Maltodextrin phosphorylase	2.4.1.1	
g004188	GCF_000013305:NC_008253.1:3672313-3672224	GCF_000013305:DEMDEIEL_03447	hypothetical protein		
g004189	GCF_000013305:NC_008253.1:3675350-3674787	GCF_000013305:DEMDEIEL_03451	putative major fimbrial subunit LpfA		
g004190	GCF_000013305:NC_008253.1:3694909-3692810	GCF_000013305:DEMDEIEL_03463	ATP-dependent DNA helicase RecQ	3.6.4.12	
g004191	GCF_000013305:NC_008253.1:3701058-3702242	GCF_000013305:DEMDEIEL_03470	Major exported protein		
g004192	GCF_000013305:NC_008253.1:3705231-3703498	GCF_000013305:DEMDEIEL_03473	Glutathione hydrolase proenzyme	3.4.19.13	
g004193	GCF_000013305:NC_008253.1:3716390-3716773	GCF_000013305:DEMDEIEL_03485	PanD regulatory factor		
g004194	GCF_000013305:NC_008253.1:3720492-3719434	GCF_000013305:DEMDEIEL_03488	Cell division protein FtsX		
g004195	GCF_000013305:NC_008253.1:3758780-3758953	GCF_000013305:DEMDEIEL_03525	hypothetical protein		
g004196	GCF_000013305:NC_008253.1:3782609-3782193	GCF_000013305:DEMDEIEL_03548	Cytochrome c551 peroxidase	1.11.1.5	
g004197	GCF_000013305:NC_008253.1:3783589-3782585	GCF_000013305:DEMDEIEL_03549	Cytochrome c551 peroxidase	1.11.1.5	
g004198	GCF_000013305:NC_008253.1:3786744-3787664	GCF_000013305:DEMDEIEL_03552	Glycine cleavage system transcriptional activator		
g004199	GCF_000013305:NC_008253.1:3827320-3827694	GCF_000013305:DEMDEIEL_03581	DNA-3-methyladenine glycosylase 1	3.2.2.20	
g004200	GCF_000013305:NC_008253.1:3858479-3859756	GCF_000013305:DEMDEIEL_03611	Sialic acid TRAP transporter large permease protein SiaM		
