#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000981945.1	PRJNA224116	SAMN03486509	LBIM00000000.1	na	1409947	1352	Enterococcus faecium MRSN 3418	strain=MRSN 3418		latest	Contig	Major	Full	2015/04/29	ASM98194v1	J. Craig Venter Institute	GCA_000981945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/945/GCF_000981945.1_ASM98194v1		
GCF_000982025.1	PRJNA224116	SAMN03486508	LBIN00000000.1	na	1409946	1352	Enterococcus faecium MRSN 11639	strain=MRSN 11639		latest	Contig	Major	Full	2015/04/29	ASM98202v1	J. Craig Venter Institute	GCA_000982025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/025/GCF_000982025.1_ASM98202v1		
GCF_001005615.1	PRJNA224116	SAMN03433963	LBCV00000000.1	na	1352	1352	Enterococcus faecium	strain=VRE1558		latest	Contig	Major	Full	2015/05/08	ASM100561v1	University of Sao Paulo	GCA_001005615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/005/615/GCF_001005615.1_ASM100561v1		
GCF_001025245.1	PRJNA224116	SAMN03610565	LDNE00000000.1	na	1352	1352	Enterococcus faecium	strain=KACC15960		latest	Contig	Major	Full	2015/06/10	ASM102524v1	Seoul National University	GCA_001025245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/245/GCF_001025245.1_ASM102524v1		
GCF_001025255.1	PRJNA224116	SAMN03610563	LDNC00000000.1	na	1352	1352	Enterococcus faecium	strain=KACC15700		latest	Contig	Major	Full	2015/06/10	ASM102525v1	Seoul National University	GCA_001025255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/255/GCF_001025255.1_ASM102525v1		
GCF_001025265.1	PRJNA224116	SAMN03480650	LBIT00000000.1	na	1352	1352	Enterococcus faecium	strain=KACC 15689		latest	Contig	Major	Full	2015/06/10	ASM102526v1	Kangwon National University	GCA_001025265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/265/GCF_001025265.1_ASM102526v1		
GCF_001025315.1	PRJNA224116	SAMN03610566	LDNF00000000.1	na	1352	1352	Enterococcus faecium	strain=KACC15962		latest	Contig	Major	Full	2015/06/10	ASM102531v1	Seoul National University	GCA_001025315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/315/GCF_001025315.1_ASM102531v1		
GCF_001025325.1	PRJNA224116	SAMN03610567	LDNG00000000.1	na	1352	1352	Enterococcus faecium	strain=KACC16076		latest	Contig	Major	Full	2015/06/10	ASM102532v1	Seoul National University	GCA_001025325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/325/GCF_001025325.1_ASM102532v1		
GCF_001025335.1	PRJNA224116	SAMN03610568	LDNH00000000.1	na	1352	1352	Enterococcus faecium	strain=KACC16093		latest	Contig	Major	Full	2015/06/10	ASM102533v1	Seoul National University	GCA_001025335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/335/GCF_001025335.1_ASM102533v1		
GCF_001025375.1	PRJNA224116	SAMN03610569	LDNI00000000.1	na	1352	1352	Enterococcus faecium	strain=KACC16097		latest	Contig	Major	Full	2015/06/10	ASM102537v1	Seoul National University	GCA_001025375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/375/GCF_001025375.1_ASM102537v1		
GCF_001025385.1	PRJNA224116	SAMN03610570	LDNJ00000000.1	na	1352	1352	Enterococcus faecium	strain=KACC16100		latest	Contig	Major	Full	2015/06/10	ASM102538v1	Seoul National University	GCA_001025385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/385/GCF_001025385.1_ASM102538v1		
GCF_001025405.1	PRJNA224116	SAMN03610571	LDNK00000000.1	na	1352	1352	Enterococcus faecium	strain=KACC16106		latest	Contig	Major	Full	2015/06/10	ASM102540v1	Seoul National University	GCA_001025405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/405/GCF_001025405.1_ASM102540v1		
GCF_001025435.1	PRJNA224116	SAMN03610564	LDND00000000.1	na	1352	1352	Enterococcus faecium	strain=KACC15711		latest	Contig	Major	Full	2015/06/10	ASM102543v1	Seoul National University	GCA_001025435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/435/GCF_001025435.1_ASM102543v1		
GCF_001039515.1	PRJNA224116	SAMN03481071	LAXK00000000.1	na	1352	1352	Enterococcus faecium	strain=M3K31		latest	Contig	Major	Full	2015/06/25	ASM103951v1	Universidad Complutense de Madrid	GCA_001039515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/515/GCF_001039515.1_ASM103951v1		
GCF_001052395.1	PRJNA224116	SAMN03197157	JVZH00000000.1	na	1352	1352	Enterococcus faecium	strain=1197_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105239v1	University of Washington	GCA_001052395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/395/GCF_001052395.1_ASM105239v1		
GCF_001052405.1	PRJNA224116	SAMN03197163	JVZB00000000.1	na	1352	1352	Enterococcus faecium	strain=1201_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105240v1	University of Washington	GCA_001052405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/405/GCF_001052405.1_ASM105240v1		
GCF_001052435.1	PRJNA224116	SAMN03197165	JVYZ00000000.1	na	1352	1352	Enterococcus faecium	strain=1203_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105243v1	University of Washington	GCA_001052435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/435/GCF_001052435.1_ASM105243v1		
GCF_001052485.1	PRJNA224116	SAMN03197197	JVXT00000000.1	na	1352	1352	Enterococcus faecium	strain=1232_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105248v1	University of Washington	GCA_001052485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/485/GCF_001052485.1_ASM105248v1		
GCF_001052685.1	PRJNA224116	SAMN03197014	JWEU00000000.1	na	1352	1352	Enterococcus faecium	strain=1048.rep1_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105268v1	University of Washington	GCA_001052685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/685/GCF_001052685.1_ASM105268v1		
GCF_001052865.1	PRJNA224116	SAMN03197122	JWAQ00000000.1	na	1352	1352	Enterococcus faecium	strain=1165_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105286v1	University of Washington	GCA_001052865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/052/865/GCF_001052865.1_ASM105286v1		
GCF_001053045.1	PRJNA224116	SAMN03197179	JVYL00000000.1	na	1352	1352	Enterococcus faecium	strain=1216.rep1_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105304v1	University of Washington	GCA_001053045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/045/GCF_001053045.1_ASM105304v1		
GCF_001053135.1	PRJNA224116	SAMN03197196	JVXU00000000.1	na	1352	1352	Enterococcus faecium	strain=1231_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105313v1	University of Washington	GCA_001053135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/135/GCF_001053135.1_ASM105313v1		
GCF_001053155.1	PRJNA224116	SAMN03197218	JVWY00000000.1	na	1352	1352	Enterococcus faecium	strain=1251_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105315v1	University of Washington	GCA_001053155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/155/GCF_001053155.1_ASM105315v1		
GCF_001053215.1	PRJNA224116	SAMN03197223	JVWT00000000.1	na	1352	1352	Enterococcus faecium	strain=1256_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105321v1	University of Washington	GCA_001053215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/215/GCF_001053215.1_ASM105321v1		
GCF_001053835.1	PRJNA224116	SAMN03197033	JWEB00000000.1	na	1352	1352	Enterococcus faecium	strain=1070_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105383v1	University of Washington	GCA_001053835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/835/GCF_001053835.1_ASM105383v1		
GCF_001054055.1	PRJNA224116	SAMN03197160	JVZE00000000.1	na	1352	1352	Enterococcus faecium	strain=1199_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105405v1	University of Washington	GCA_001054055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/055/GCF_001054055.1_ASM105405v1		
GCF_001054105.1	PRJNA224116	SAMN03197180	JVYK00000000.1	na	1352	1352	Enterococcus faecium	strain=1216.rep2_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105410v1	University of Washington	GCA_001054105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/105/GCF_001054105.1_ASM105410v1		
GCF_001054215.1	PRJNA224116	SAMN03197203	JVXN00000000.1	na	1352	1352	Enterococcus faecium	strain=1238_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105421v1	University of Washington	GCA_001054215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/215/GCF_001054215.1_ASM105421v1		
GCF_001054465.1	PRJNA224116	SAMN03197342	JVSE00000000.1	na	1352	1352	Enterococcus faecium	strain=152_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105446v1	University of Washington	GCA_001054465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/465/GCF_001054465.1_ASM105446v1		
GCF_001055235.1	PRJNA224116	SAMN03197708	JVEC00000000.1	na	1352	1352	Enterococcus faecium	strain=514_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105523v1	University of Washington	GCA_001055235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/235/GCF_001055235.1_ASM105523v1		
GCF_001055445.1	PRJNA224116	SAMN03197807	JVAH00000000.1	na	1352	1352	Enterococcus faecium	strain=607_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105544v1	University of Washington	GCA_001055445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/445/GCF_001055445.1_ASM105544v1		
GCF_001055715.1	PRJNA224116	SAMN03197376	JVQW00000000.1	na	1352	1352	Enterococcus faecium	strain=185_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105571v1	University of Washington	GCA_001055715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/715/GCF_001055715.1_ASM105571v1		
GCF_001055845.1	PRJNA224116	SAMN03197391	JVQH00000000.1	na	1352	1352	Enterococcus faecium	strain=199_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105584v1	University of Washington	GCA_001055845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/845/GCF_001055845.1_ASM105584v1		
GCF_001056515.1	PRJNA224116	SAMN03197568	JVJM00000000.1	na	1352	1352	Enterococcus faecium	strain=377_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105651v1	University of Washington	GCA_001056515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/515/GCF_001056515.1_ASM105651v1		
GCF_001056605.1	PRJNA224116	SAMN03197600	JVIG00000000.1	na	1352	1352	Enterococcus faecium	strain=41_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105660v1	University of Washington	GCA_001056605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/605/GCF_001056605.1_ASM105660v1		
GCF_001056745.1	PRJNA224116	SAMN03197623	JVHJ00000000.1	na	1352	1352	Enterococcus faecium	strain=43_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105674v1	University of Washington	GCA_001056745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/745/GCF_001056745.1_ASM105674v1		
GCF_001056925.1	PRJNA224116	SAMN03197659	JVFZ00000000.1	na	1352	1352	Enterococcus faecium	strain=465_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105692v1	University of Washington	GCA_001056925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/925/GCF_001056925.1_ASM105692v1		
GCF_001057285.1	PRJNA224116	SAMN03197760	JVCC00000000.1	na	1352	1352	Enterococcus faecium	strain=560_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105728v1	University of Washington	GCA_001057285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/057/285/GCF_001057285.1_ASM105728v1		
GCF_001058055.1	PRJNA224116	SAMN03197909	JUWJ00000000.1	na	1352	1352	Enterococcus faecium	strain=704_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105805v1	University of Washington	GCA_001058055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/055/GCF_001058055.1_ASM105805v1		
GCF_001058095.1	PRJNA224116	SAMN03197917	JUWB00000000.1	na	1352	1352	Enterococcus faecium	strain=712_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105809v1	University of Washington	GCA_001058095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/095/GCF_001058095.1_ASM105809v1		
GCF_001058125.1	PRJNA224116	SAMN03197920	JUVY00000000.1	na	1352	1352	Enterococcus faecium	strain=715_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105812v1	University of Washington	GCA_001058125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/125/GCF_001058125.1_ASM105812v1		
GCF_001058945.1	PRJNA224116	SAMN03197907	JUWL00000000.1	na	1352	1352	Enterococcus faecium	strain=702_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105894v1	University of Washington	GCA_001058945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/945/GCF_001058945.1_ASM105894v1		
GCF_001059555.1	PRJNA224116	SAMN03198116	JUOK00000000.1	na	1352	1352	Enterococcus faecium	strain=909_EFCM		latest	Contig	Major	Full	2015/07/10	ASM105955v1	University of Washington	GCA_001059555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/555/GCF_001059555.1_ASM105955v1		
GCF_001059685.1	PRJNA224116	SAMN03198184	JULU00000000.1	na	1352	1352	Enterococcus faecium	strain=964_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105968v1	University of Washington	GCA_001059685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/685/GCF_001059685.1_ASM105968v1		
GCF_001059755.1	PRJNA224116	SAMN03198211	JUKT00000000.1	na	1352	1352	Enterococcus faecium	strain=990_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105975v1	University of Washington	GCA_001059755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/755/GCF_001059755.1_ASM105975v1		
GCF_001059965.1	PRJNA224116	SAMN03198187	JULR00000000.1	na	1352	1352	Enterococcus faecium	strain=967_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105996v1	University of Washington	GCA_001059965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/965/GCF_001059965.1_ASM105996v1		
GCF_001059995.1	PRJNA224116	SAMN03198189	JULP00000000.1	na	1352	1352	Enterococcus faecium	strain=969_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM105999v1	University of Washington	GCA_001059995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/059/995/GCF_001059995.1_ASM105999v1		
GCF_001060065.1	PRJNA224116	SAMN03198221	JUKJ00000000.1	na	1352	1352	Enterococcus faecium	strain=999_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM106006v1	University of Washington	GCA_001060065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/060/065/GCF_001060065.1_ASM106006v1		
GCF_001076335.1	PRJNA224116	SAMN03197217	JVWZ00000000.1	na	1352	1352	Enterococcus faecium	strain=1250_EFCM		latest	Scaffold	Major	Full	2015/07/10	ASM107633v1	University of Washington	GCA_001076335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/076/335/GCF_001076335.1_ASM107633v1		
GCF_001277795.1	PRJNA224116	SAMN03996886	LIHM00000000.1	na	1352	1352	Enterococcus faecium	strain=GL3		latest	Contig	Major	Full	2015/09/01	ASM127779v1	Bioifnormatik, Biozentrum, Uni Wuerzburg	GCA_001277795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/795/GCF_001277795.1_ASM127779v1		
GCF_001280775.1	PRJNA224116	SAMN03839089	LGAN00000000.1	na	1352	1352	Enterococcus faecium	strain=58M		latest	Contig	Major	Full	2015/09/09	ASM128077v1	Institute of Experimental Medicine	GCA_001280775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/775/GCF_001280775.1_ASM128077v1		
GCF_001298485.1	PRJNA224116	SAMN04009964		na	1352	1352	Enterococcus faecium	strain=64/3	human patient	latest	Complete Genome	Major	Full	2015/09/24	ASM129848v1	Robert Koch Institute	GCA_001298485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/485/GCF_001298485.1_ASM129848v1		
GCF_001412695.1	PRJNA224116	SAMN04201208		na	1352	1352	Enterococcus faecium	strain=UW7606x64/3 TC1		latest	Complete Genome	Major	Full	2015/10/26	ASM141269v1	Robert Koch Institute	GCA_001412695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/695/GCF_001412695.1_ASM141269v1		
GCF_001455425.1	PRJNA224116	SAMN04090422	LKPH00000000.1	na	1352	1352	Enterococcus faecium	strain=GM70		latest	Contig	Major	Full	2015/12/02	ASM145542v1	IBR	GCA_001455425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/455/425/GCF_001455425.1_ASM145542v1		
GCF_001455435.1	PRJNA224116	SAMN04090423	LKPI00000000.1	na	1352	1352	Enterococcus faecium	strain=GM75		latest	Contig	Major	Full	2015/12/02	ASM145543v1	IBR	GCA_001455435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/455/435/GCF_001455435.1_ASM145543v1		
GCF_001455445.1	PRJNA224116	SAMN04090424	LKPG00000000.1	na	1352	1352	Enterococcus faecium	strain=IQ110		latest	Contig	Major	Full	2015/12/02	ASM145544v1	IBR	GCA_001455445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/455/445/GCF_001455445.1_ASM145544v1		
GCF_001455455.1	PRJNA224116	SAMN04090421	LKPF00000000.1	na	1352	1352	Enterococcus faecium	strain=IQ23		latest	Contig	Major	Full	2015/12/02	ASM145545v1	IBR	GCA_001455455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/455/455/GCF_001455455.1_ASM145545v1		
GCF_001471295.1	PRJNA224116	SAMN03996282	LORO00000000.1	na	1352	1352	Enterococcus faecium	strain=FDAARGOS_138		latest	Contig	Major	Full	2015/12/21	ASM147129v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001471295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/471/295/GCF_001471295.1_ASM147129v1		
GCF_001481405.1	PRJNA224116	SAMN04351372	LPWB00000000.1	na	1352	1352	Enterococcus faecium	strain=MRSN33034		latest	Contig	Major	Full	2015/12/22	ASM148140v1	Walter Reed Army Institute of Research	GCA_001481405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/481/405/GCF_001481405.1_ASM148140v1		
GCF_001518735.1	PRJNA224116	SAMN04418075		na	1352	1352	Enterococcus faecium	strain=6E6		latest	Complete Genome	Major	Full	2016/01/20	ASM151873v1	University of Minnesota	GCA_001518735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/735/GCF_001518735.1_ASM151873v1		
GCF_001542895.1	PRJNA224116	SAMN04266627	LNDL00000000.1	na	1352	1352	Enterococcus faecium	strain=87056200		latest	Scaffold	Major	Full	2016/01/29	ASM154289v1	Uppsala University	GCA_001542895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/895/GCF_001542895.1_ASM154289v1		
GCF_001543555.1	PRJNA224116	SAMN04390119	LRAS00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	B	latest	Scaffold	Major	Full	2016/02/01	ASM154355v1	brown University/Rhode Island Hospital	GCA_001543555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/555/GCF_001543555.1_ASM154355v1		
GCF_001543565.1	PRJNA224116	SAMN04390141	LRAV00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	E	latest	Scaffold	Major	Full	2016/02/01	ASM154356v1	brown University/Rhode Island Hospital	GCA_001543565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/565/GCF_001543565.1_ASM154356v1		
GCF_001543575.1	PRJNA224116	SAMN04390121	LRAU00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	D	latest	Scaffold	Major	Full	2016/02/01	ASM154357v1	brown University/Rhode Island Hospital	GCA_001543575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/575/GCF_001543575.1_ASM154357v1		
GCF_001543585.1	PRJNA224116	SAMN04390120	LRAT00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	C	latest	Scaffold	Major	Full	2016/02/01	ASM154358v1	brown University/Rhode Island Hospital	GCA_001543585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/585/GCF_001543585.1_ASM154358v1		
GCF_001543635.1	PRJNA224116	SAMN04414039	LRAW00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	F	latest	Scaffold	Major	Full	2016/02/01	ASM154363v1	brown University/Rhode Island Hospital	GCA_001543635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/635/GCF_001543635.1_ASM154363v1		
GCF_001543645.1	PRJNA224116	SAMN04414052	LRBA00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	J	latest	Scaffold	Major	Full	2016/02/01	ASM154364v1	brown University/Rhode Island Hospital	GCA_001543645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/645/GCF_001543645.1_ASM154364v1		
GCF_001543665.1	PRJNA224116	SAMN04414045	LRAX00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	G	latest	Scaffold	Major	Full	2016/02/01	ASM154366v1	brown University/Rhode Island Hospital	GCA_001543665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/665/GCF_001543665.1_ASM154366v1		
GCF_001543675.1	PRJNA224116	SAMN04414040	LRAY00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	H	latest	Scaffold	Major	Full	2016/02/01	ASM154367v1	brown University/Rhode Island Hospital	GCA_001543675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/675/GCF_001543675.1_ASM154367v1		
GCF_001543715.1	PRJNA224116	SAMN04414051	LRAZ00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	I	latest	Scaffold	Major	Full	2016/02/01	ASM154371v1	brown University/Rhode Island Hospital	GCA_001543715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/715/GCF_001543715.1_ASM154371v1		
GCF_001543735.1	PRJNA224116	SAMN04414055	LRBD00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	M	latest	Scaffold	Major	Full	2016/02/01	ASM154373v1	brown University/Rhode Island Hospital	GCA_001543735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/735/GCF_001543735.1_ASM154373v1		
GCF_001543745.1	PRJNA224116	SAMN04414056	LRBE00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	N	latest	Scaffold	Major	Full	2016/02/01	ASM154374v1	brown University/Rhode Island Hospital	GCA_001543745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/745/GCF_001543745.1_ASM154374v1		
GCF_001543765.1	PRJNA224116	SAMN04414053	LRBB00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	K	latest	Scaffold	Major	Full	2016/02/01	ASM154376v1	brown University/Rhode Island Hospital	GCA_001543765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/765/GCF_001543765.1_ASM154376v1		
GCF_001543795.1	PRJNA224116	SAMN04414054	LRBC00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	L	latest	Scaffold	Major	Full	2016/02/01	ASM154379v1	brown University/Rhode Island Hospital	GCA_001543795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/795/GCF_001543795.1_ASM154379v1		
GCF_001543825.1	PRJNA224116	SAMN04347310	LRAQ00000000.1	na	1352	1352	Enterococcus faecium	strain=C68		latest	Scaffold	Major	Full	2016/02/01	ASM154382v1	brown University/Rhode Island Hospital	GCA_001543825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/825/GCF_001543825.1_ASM154382v1		
GCF_001543835.1	PRJNA224116	SAMN04390118	LRAR00000000.1	na	1352	1352	Enterococcus faecium	strain=D344RRF x C68	A	latest	Scaffold	Major	Full	2016/02/01	ASM154383v1	brown University/Rhode Island Hospital	GCA_001543835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/835/GCF_001543835.1_ASM154383v1		
