assembly_accession	Description	Phylogroup	#Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level	RefSeq FTP	GenBank FTP	taxid	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	isComplete	isContamination	isHeterogeneity
GCF_001183645.1	Escherichia coli strain DH1Ec095, complete genome	A	Escherichia coli	DH1Ec095	19668	SAMN03861948 	PRJNA290012	Proteobacteria	Gammaproteobacteria	4.61422	50.8	chromosome:NZ_CP012125.1/CP012125.1	-	1	4733	4414	2015-07-21	2017-02-24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/183/645/GCF_001183645.1_ASM118364v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/183/645/GCA_001183645.1_ASM118364v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.04	0	4614223	3	1	1	4614223	4614220	4614223	4614220	4614223	4614220	50.8	0	87.59	11	4289	3	1169	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001183665.1	Escherichia coli strain DH1Ec104, complete genome	A	Escherichia coli	DH1Ec104	19668	SAMN03863255 	PRJNA290012	Proteobacteria	Gammaproteobacteria	4.61236	50.8	chromosome:NZ_CP012126.1/CP012126.1	-	1	4734	4413	2015-07-21	2017-02-24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/183/665/GCF_001183665.1_ASM118366v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/183/665/GCA_001183665.1_ASM118366v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.04	0	4612363	3	1	1	4612363	4612360	4612363	4612360	4612363	4612360	50.8	0	87.58	11	4287	3	1169	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001183685.1	Escherichia coli strain DH1Ec169, complete genome	A	Escherichia coli	DH1Ec169	19668	SAMN03863378 	PRJNA290012	Proteobacteria	Gammaproteobacteria	4.60952	50.8	chromosome:NZ_CP012127.1/CP012127.1	-	1	4732	4411	2015-07-21	2017-02-24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/183/685/GCF_001183685.1_ASM118368v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/183/685/GCA_001183685.1_ASM118368v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.52	0.04	0	4609522	3	1	1	4609522	4609519	4609522	4609519	4609522	4609519	50.8	0	87.57	11	4291	4	1168	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001276585.2	Escherichia coli strain RR1, complete genome	A	Escherichia coli	RR1	19668	SAMN03384316 	PRJNA272568	Proteobacteria	Gammaproteobacteria	4.58729	50.8	chromosome:NZ_CP011113.2/CP011113.2	-	1	4715	4389	2015-08-31	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/276/585/GCF_001276585.2_ASM127658v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/276/585/GCA_001276585.2_ASM127658v2	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.47	0.04	0	4587291	0	1	1	4587291	4587291	4587291	4587291	4587291	4587291	50.8	0	87.56	11	4276	5	1167	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001280325.1	Escherichia coli strain SF-088, complete genome	B2	Escherichia coli	SF-088	19668	SAMN04026225 	PRJNA294467	Proteobacteria	Gammaproteobacteria	5.207	50.6116	chromosome:NZ_CP012635.1/CP012635.1; plasmid pSF-088-1:NZ_CP012636.1/CP012636.1; plasmid pSF-088-2:NZ_CP012637.1/CP012637.1; plasmid pSF-088-3:NZ_CP012638.1/CP012638.1	-	4	5451	5085	2015-09-09	2017-02-24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/325/GCF_001280325.1_ASM128032v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/325/GCA_001280325.1_ASM128032v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.39	0	5206997	0	4	4	5048243	5048243	1301749	1301749	5048243	5048243	50.7	1.6	87.44	11	4934	1	1167	5	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001280345.1	Escherichia coli strain SF-468, complete genome	B2	Escherichia coli	SF-468	19668	SAMN04026228 	PRJNA294467	Proteobacteria	Gammaproteobacteria	5.35864	50.6061	chromosome:NZ_CP012625.1/CP012625.1; plasmid pSF-468-1:NZ_CP012626.1/CP012626.1; plasmid pSF-468-2:NZ_CP012627.1/CP012627.1; plasmid pSF-468-3:NZ_CP012628.1/CP012628.1; plasmid pSF-468-4:NZ_CP012629.1/CP012629.1; plasmid pSF-468-5:NZ_CP012630.1/CP012630.1	-	6	5683	5311	2015-09-09	2017-02-24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/345/GCF_001280345.1_ASM128034v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/345/GCA_001280345.1_ASM128034v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.69	0	5358643	0	6	6	5142799	5142799	893107	893107	5142799	5142799	50.6	1.13	87.55	11	5135	1	1166	6	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001280385.1	Escherichia coli strain SF-166, complete genome	B2	Escherichia coli	SF-166	19668	SAMN04026226 	PRJNA294467	Proteobacteria	Gammaproteobacteria	5.02518	50.6091	chromosome:NZ_CP012633.1/CP012633.1; plasmid pSF-166-1:NZ_CP012634.1/CP012634.1	-	2	5179	4861	2015-09-09	2017-02-24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/385/GCF_001280385.1_ASM128038v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/385/GCA_001280385.1_ASM128038v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.39	0	5025183	0	2	2	4910962	4910962	2512591	2512591	4910962	4910962	50.6	0.28	87.66	11	4660	1	1167	5	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001280405.1	Escherichia coli strain SF-173, complete genome	B2	Escherichia coli	SF-173	19668	SAMN04026227 	PRJNA294467	Proteobacteria	Gammaproteobacteria	5.15281	50.6434	chromosome:NZ_CP012631.1/CP012631.1; plasmid pSF-173-1:NZ_CP012632.1/CP012632.1	-	2	5334	5011	2015-09-09	2017-02-24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/405/GCF_001280405.1_ASM128040v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/405/GCA_001280405.1_ASM128040v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.11	0	5152806	0	2	2	5059732	5059732	2576403	2576403	5059732	5059732	50.7	1.66	87.97	11	4823	1	1169	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001307215.1	Escherichia coli O157:H7 strain WS4202, complete genome	E	Escherichia coli O157:H7	WS4202	19668	SAMN04103124 	PRJNA296759	Proteobacteria	Gammaproteobacteria	5.42811	50.4461	chromosome:NZ_CP012802.1/CP012802.1; plasmid pO157-WS4202:NZ_CP012803.1/CP012803.1; plasmid pOSAK1-WS4202:NZ_CP012804.1/CP012804.1	-	3	5760	5354	2015-10-06	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/215/GCF_001307215.1_ASM130721v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/215/GCA_001307215.1_ASM130721v1	83334	f__Enterobacteriaceae (UID5124)	134	1172	336	99.97	0.33	0	5428108	0	3	3	5332063	5332063	1809369	1809369	5332063	5332063	50.5	4.41	87.43	11	5198	1	1169	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001308065.1	Escherichia coli str. K-12 substr. MG1655, complete genome	A	Escherichia coli str. K-12 substr. MG1655	K-12 substr. MG1655	19668	SAMN03203487 	PRJNA268139	Proteobacteria	Gammaproteobacteria	4.64166	50.8	chromosome:NZ_CP012868.1/CP012868.1	-	1	4786	4478	2015-10-08	2017-02-24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/308/065/GCF_001308065.1_ASM130806v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/308/065/GCA_001308065.1_ASM130806v1	511145	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	4641665	0	1	1	4641665	4641665	4641665	4641665	4641665	4641665	50.8	0	87.58	11	4317	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001308125.1	Escherichia coli strain K-12 substrain MG1655_TMP32XR1, complete genome	A	Escherichia coli	K-12 substr. MG1655_TMP32XR1	19668	SAMN03203488 	PRJNA268139	Proteobacteria	Gammaproteobacteria	4.64168	50.8	chromosome:NZ_CP012869.1/CP012869.1	-	1	4786	4478	2015-10-08	2017-02-24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/308/125/GCF_001308125.1_ASM130812v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/308/125/GCA_001308125.1_ASM130812v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	4641684	0	1	1	4641684	4641684	4641684	4641684	4641684	4641684	50.8	0	87.59	11	4320	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001308165.1	Escherichia coli strain K-12 substrain MG1655_TMP32XR2, complete genome	A	Escherichia coli	K-12 substr. MG1655_TMP32XR2	19668	SAMN03203489 	PRJNA268139	Proteobacteria	Gammaproteobacteria	4.64169	50.8	chromosome:NZ_CP012870.1/CP012870.1	-	1	4786	4478	2015-10-08	2017-02-24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/308/165/GCF_001308165.1_ASM130816v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/308/165/GCA_001308165.1_ASM130816v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	4641689	0	1	1	4641689	4641689	4641689	4641689	4641689	4641689	50.8	0	87.58	11	4318	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001420955.1	Escherichia coli strain 2009C-3133, complete genome	B2	Escherichia coli	2009C-3133	19668	SAMN02991226 	PRJNA218110	Proteobacteria	Gammaproteobacteria	5.51434	50.8264	chromosome:NZ_CP013025.1/CP013025.1; plasmid unnamed1:NZ_CP013024.1/CP013024.1; plasmid unnamed2:NZ_CP013026.1/CP013026.1; plasmid unnamed3:NZ_CP013027.1/CP013027.1	-	4	5845	5388	2015-10-30	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/420/955/GCF_001420955.1_ASM142095v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/420/955/GCA_001420955.1_ASM142095v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	5514343	0	4	4	5155368	5155368	1378585	1378585	5155368	5155368	50.8	1.52	87.17	11	5258	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001442495.1	Escherichia coli strain YD786, complete genome	C	Escherichia coli	YD786	19668	SAMN04227566 	PRJNA300553	Proteobacteria	Gammaproteobacteria	4.8635	50.6	chromosome:NZ_CP013112.1/CP013112.1	-	1	5018	4636	2015-11-10	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/495/GCF_001442495.1_ASM144249v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/442/495/GCA_001442495.1_ASM144249v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.14	0	4863501	0	1	1	4863501	4863501	4863501	4863501	4863501	4863501	50.6	0	87.62	11	4544	3	1201	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001455385.1	Escherichia coli strain CQSW20, complete genome	A	Escherichia coli	CQSW20	19668	SAMN04288058 	PRJNA303642	Proteobacteria	Gammaproteobacteria	4.57907	50.8	chromosome:NZ_CP013253.1/CP013253.1	-	1	4718	4222	2015-12-02	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/455/385/GCF_001455385.1_ASM145538v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/455/385/GCA_001455385.1_ASM145538v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.21	0.19	0	4579074	0	1	1	4579074	4579074	4579074	4579074	4579074	4579074	50.8	0	87.44	11	4400	8	1163	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001469815.1	Escherichia coli strain uk_P46212, complete sequence	B2	Escherichia coli	uk_P46212	19668	SAMN04159541 	PRJNA297860	Proteobacteria	Gammaproteobacteria	5.25041	50.8548	chromosome:NZ_CP013658.1/CP013658.1; plasmid unnamed:NZ_CP013657.1/CP013657.1	-	2	5480	5093	2015-12-18	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/469/815/GCF_001469815.1_ASM146981v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/469/815/GCA_001469815.1_ASM146981v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.37	0	5250410	0	2	2	5106662	5106662	2625205	2625205	5106662	5106662	50.8	1.36	87.72	11	4947	1	1169	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001485455.1	Escherichia coli strain ST648, complete genome	B2	Escherichia coli	ST648	19668	SAMN02800875 	PRJNA248607	Proteobacteria	Gammaproteobacteria	5.19583	50.6142	chromosome:NZ_CP008697.1/CP008697.1; plasmid pEC648_1:NZ_CP008715.1/CP008715.1; plasmid pEC648_2:NZ_CP008716.1/CP008716.1; plasmid pEC648_3:NZ_CP008717.1/CP008717.1; plasmid pEC648_4:NZ_CP008718.1/CP008718.1; plasmid pEC648_5:NZ_CP008719.1/CP008719.1; plasmid pEC648_6:NZ_CP008720.1/CP008720.1; plasmid pEC648_7:NZ_CP008721.1/CP008721.1	-	8	5335	4888	2016-01-05	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/485/455/GCF_001485455.1_ASM148545v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/485/455/GCA_001485455.1_ASM148545v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.7	0.42	0	5195832	15	8	8	5056598	5056590	649479	649477	5056598	5056590	50.6	3.88	87.79	11	4938	4	1195	8	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001513615.1	Escherichia coli strain CD306, complete genome	B2	Escherichia coli	CD306	19668	SAMN04381845 	PRJNA307507	Proteobacteria	Gammaproteobacteria	5.21904	50.8584	chromosome:NZ_CP013831.1/CP013831.1; plasmid pCD306:NZ_CP013832.1/CP013832.1	-	2	5457	5089	2016-01-12	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/513/615/GCF_001513615.1_ASM151361v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/513/615/GCA_001513615.1_ASM151361v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.33	0	5219043	0	2	2	5073822	5073822	2609521	2609521	5073822	5073822	50.9	1.41	87.86	11	4946	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001513635.1	Escherichia coli strain JJ2434, complete genome	B2	Escherichia coli	JJ2434	19668	SAMN04381854 	PRJNA307507	Proteobacteria	Gammaproteobacteria	5.3171	50.8416	chromosome:NZ_CP013835.1/CP013835.1; plasmid pJJ2434_1:NZ_CP013833.1/CP013833.1; plasmid pJJ2434_2:NZ_CP013834.1/CP013834.1	-	3	5590	5196	2016-01-12	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/513/635/GCF_001513635.1_ASM151363v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/513/635/GCA_001513635.1_ASM151363v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.36	0	5317099	0	3	3	5128614	5128614	1772366	1772366	5128614	5128614	50.8	1.01	87.8	11	5060	1	1169	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001515725.1	Escherichia coli strain ACN002, complete genome	C	Escherichia coli	ACN002	19668	SAMN04385793 	PRJNA239653	Proteobacteria	Gammaproteobacteria	4.87993	50.7	chromosome:NZ_CP007491.1/CP007491.1	-	1	5010	4653	2016-01-15	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/515/725/GCF_001515725.1_ASM151572v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/725/GCA_001515725.1_ASM151572v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.1	0	4879931	0	1	1	4879931	4879931	4879931	4879931	4879931	4879931	50.7	0	87.82	11	4561	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001558995.2	Escherichia coli O157:H7 strain JEONG-1266, complete genome	E	Escherichia coli O157:H7	JEONG-1266	19668	SAMN04191546 	PRJNA322195	Proteobacteria	Gammaproteobacteria	5.57459	50.457	chromosome complete:NZ_CP014314.1/CP014314.1; plasmid p0157:NZ_CP015816.1/CP015816.1	-	2	5952	5515	2016-02-11	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/995/GCF_001558995.2_ASM155899v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/995/GCA_001558995.2_ASM155899v2	83334	f__Enterobacteriaceae (UID5124)	134	1171	335	99.97	0.04	0	5574593	0	2	2	5478683	5478683	2787296	2787296	5478683	5478683	50.4	1.75	87.44	11	5381	1	1169	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001559615.2	Escherichia coli B strain C2566, complete genome	A	Escherichia coli B	C2566	19668	SAMN04435507 	PRJNA309539	Proteobacteria	Gammaproteobacteria	4.47896	50.8	chromosome:NZ_CP014268.2/CP014268.2	-	1	4622	4258	2016-02-11	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/615/GCF_001559615.2_ASM155961v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/615/GCA_001559615.2_ASM155961v2	37762	f__Enterobacteriaceae (UID5124)	134	1169	335	99.35	0.06	0	4478958	0	1	1	4478958	4478958	4478958	4478958	4478958	4478958	50.8	0	87.68	11	4196	8	1159	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001566335.1	Escherichia coli str. K-12 substr. MG1655 strain JW5437-1, complete genome	A	Escherichia coli str. K-12 substr. MG1655	JW5437-1 substr. MG1655	19668	SAMN04393382 	PRJNA306781	Proteobacteria	Gammaproteobacteria	4.65754	50.8	chromosome:NZ_CP014348.1/CP014348.1	-	1	4817	4482	2016-02-23	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/566/335/GCF_001566335.1_ASM156633v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/335/GCA_001566335.1_ASM156633v1	511145	f__Enterobacteriaceae (UID5124)	134	1173	336	99.37	0.04	0	4657541	0	1	1	4657541	4657541	4657541	4657541	4657541	4657541	50.8	0	87.48	11	4348	3	1169	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001566615.1	Escherichia coli strain SaT040, complete geome	B2	Escherichia coli	SaT040	19668	SAMN04381849 	PRJNA307507	Proteobacteria	Gammaproteobacteria	5.17604	50.6088	chromosome:NZ_CP014495.1/CP014495.1; plasmid pSaT040:NZ_CP014496.1/CP014496.1	-	2	5384	5027	2016-02-23	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/566/615/GCF_001566615.1_ASM156661v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/615/GCA_001566615.1_ASM156661v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.33	0	5176044	0	2	2	5061821	5061821	2588022	2588022	5061821	5061821	50.7	0.26	87.66	11	4879	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001566675.1	Escherichia coli strain ZH193, complete genome	B2	Escherichia coli	ZH193	19668	SAMN04381846 	PRJNA307507	Proteobacteria	Gammaproteobacteria	5.25638	50.9077	chromosome:NZ_CP014497.1/CP014497.1; plasmid pZH193:NZ_CP014498.1/CP014498.1	-	2	5521	5111	2016-02-23	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/566/675/GCF_001566675.1_ASM156667v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/675/GCA_001566675.1_ASM156667v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.33	0	5256378	0	2	2	5046610	5046610	2628189	2628189	5046610	5046610	50.9	1.82	87.59	11	4983	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001577325.1	Escherichia coli strain ZH063, complete genome	B2	Escherichia coli	ZH063	19668	SAMN04381853 	PRJNA307507	Proteobacteria	Gammaproteobacteria	5.19705	50.718	chromosome:NZ_CP014522.1/CP014522.1; plasmid pZH063_1:NZ_CP014523.1/CP014523.1; plasmid pZH063_2:NZ_CP014524.1/CP014524.1	-	3	5415	5046	2016-02-29	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/325/GCF_001577325.1_ASM157732v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/325/GCA_001577325.1_ASM157732v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.33	0	5197049	0	3	3	5033359	5033359	1732349	1732349	5033359	5033359	50.7	0.71	87.74	11	4912	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001593565.1	Escherichia coli JJ1887, complete genome	B2	Escherichia coli JJ1887	JJ1887	19668	SAMN04481707 	PRJNA311313	Proteobacteria	Gammaproteobacteria	5.33152	50.8177	chromosome:NZ_CP014316.1/CP014316.1; plasmid pJJ1887-1:NZ_CP014317.1/CP014317.1; plasmid pJJ1887-2:NZ_CP014318.1/CP014318.1; plasmid pJJ1887-3:NZ_CP014319.1/CP014319.1; plasmid pJJ1887-4:NZ_CP014321.1/CP014321.1; plasmid pJJ1887-5:NZ_CP014320.1/CP014320.1	-	6	5615	5220	2016-03-17	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/565/GCF_001593565.1_ASM159356v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/565/GCA_001593565.1_ASM159356v1	1355101	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.33	0	5331521	0	6	6	5081061	5081061	888586	888586	5081061	5081061	50.8	2.04	87.69	11	5082	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001610755.1	Escherichia coli str. Sanji, complete genome	A	Escherichia coli str. Sanji	Sanji	19668	SAMN02580208 	PRJNA232611	Proteobacteria	Gammaproteobacteria	5.42859	50.4704	chromosome:NZ_CP011061.1/CP011061.1; plasmid pSJ_2:NZ_CP011067.1/CP011067.1; plasmid pSJ_255:NZ_CP011062.1/CP011062.1; plasmid pSJ_3:NZ_CP011066.1/CP011066.1; plasmid pSJ_82:NZ_CP011065.1/CP011065.1; plasmid pSJ_94:NZ_CP011064.1/CP011064.1; plasmid pSJ_98:NZ_CP011063.1/CP011063.1	-	7	5690	5254	2016-04-05	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/755/GCF_001610755.1_ASM161075v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/755/GCA_001610755.1_ASM161075v1	1441627	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.14	0	5428586	0	7	7	4891769	4891769	775512	775512	4891769	4891769	50.5	2.62	87.19	11	5168	2	1166	5	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001612475.1	Escherichia coli strain 28RC1, complete genome	E	Escherichia coli	28RC1	19668	SAMN04202540 	PRJNA299666	Proteobacteria	Gammaproteobacteria	5.6431	50.5639	chromosome:NZ_CP015020.1/CP015020.1; plasmid p28RC1:NZ_CP015021.1/CP015021.1	-	2	6020	5567	2016-04-06	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/475/GCF_001612475.1_ASM161247v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/612/475/GCA_001612475.1_ASM161247v1	562	f__Enterobacteriaceae (UID5124)	134	1172	336	99.97	0.33	0	5643099	0	2	2	5561698	5561698	2821549	2821549	5561698	5561698	50.5	1.7	87.38	11	5440	1	1169	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001612495.1	Escherichia coli strain SRCC 1675, complete genome	E	Escherichia coli	SRCC 1675	19668	SAMN04202539 	PRJNA299765	Proteobacteria	Gammaproteobacteria	5.60197	50.5524	chromosome:NZ_CP015023.1/CP015023.1; plasmid pSRCC 1675:NZ_CP015022.1/CP015022.1	-	2	5999	5576	2016-04-06	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/495/GCF_001612495.1_ASM161249v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/612/495/GCA_001612495.1_ASM161249v1	562	f__Enterobacteriaceae (UID5124)	134	1172	336	99.97	0.33	0	5601971	0	2	2	5506801	5506801	2800985	2800985	5506801	5506801	50.5	1.94	87.45	11	5409	1	1169	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_001617565.1	Escherichia coli strain Ecol_732, complete genome	B2	Escherichia coli	Ecol_732	19668	SAMN04621897 	PRJNA316786	Proteobacteria	Gammaproteobacteria	5.41829	50.9191	chromosome:NZ_CP015138.1/CP015138.1; plasmid pEC732_2:NZ_CP015140.1/CP015140.1; plasmid pEC732_3:NZ_CP015141.1/CP015141.1; plasmid pEC732_4:NZ_CP015142.1/CP015142.1; plasmid pEC732_5:NZ_CP015143.1/CP015143.1; plasmid pEC732_6:NZ_CP015144.1/CP015144.1; plasmid pEC732_IMP14:NZ_CP015139.1/CP015139.1	-	7	5712	5322	2016-04-08	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/617/565/GCF_001617565.1_ASM161756v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/617/565/GCA_001617565.1_ASM161756v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.54	0	5418293	0	7	7	5009900	5009900	774041	774041	5009900	5009900	50.9	2.19	87.67	11	5153	1	1167	5	0	0	0	complete	non-contaminate	non-heterogeneity
